shpindex,shp,shpabs
87,-0.000981300761907279,0.000981300761907279
89,0.0009803292589725967,0.0009803292589725967
69,0.0009714576685651575,0.0009714576685651575
51,0.0009476160248107525,0.0009476160248107525
53,0.0008763356864672202,0.0008763356864672202
184,0.0008287923286538785,0.0008287923286538785
166,-0.0008004130874401571,0.0008004130874401571
13,-0.0007902920681128068,0.0007902920681128068
185,-0.0007581168844501645,0.0007581168844501645
91,-0.000751773178866276,0.000751773178866276
121,0.0007358532034880858,0.0007358532034880858
41,0.0007356479347485482,0.0007356479347485482
188,0.000721418671130193,0.000721418671130193
191,0.0007153882729684565,0.0007153882729684565
49,-0.0006977729455557993,0.0006977729455557993
186,0.0006591813968700445,0.0006591813968700445
128,0.0006148012650116286,0.0006148012650116286
199,0.0006025862582152537,0.0006025862582152537
61,0.0005366763943414354,0.0005366763943414354
85,-0.0005154575357553139,0.0005154575357553139
60,0.00042445126782739834,0.00042445126782739834
161,0.00041556553271272084,0.00041556553271272084
173,-0.0004128529528190339,0.0004128529528190339
197,0.0003621333804203165,0.0003621333804203165
190,0.00035542018401992257,0.00035542018401992257
39,0.00034820924448370394,0.00034820924448370394
80,-0.00033562838608890464,0.00033562838608890464
205,-0.0002793396750313404,0.0002793396750313404
34,-0.0002732841416820016,0.0002732841416820016
138,0.000257043805440979,0.000257043805440979
160,0.00021380739731308857,0.00021380739731308857
131,0.0002133416904954631,0.0002133416904954631
16,-0.00014721824203738995,0.00014721824203738995
115,-0.00012841603309874484,0.00012841603309874484
143,-0.0001256742823196188,0.0001256742823196188
75,8.700009596160474e-05,8.700009596160474e-05
77,7.561849821263122e-05,7.561849821263122e-05
6,-5.11896663441455e-05,5.11896663441455e-05
108,3.489877020201628e-05,3.489877020201628e-05
150,2.7293346279416102e-05,2.7293346279416102e-05
62,0.0,0.0
189,0.0,0.0
